feature,importance
cat__diag_1_729,8.182666461251518e-06
cat__diag_3_250.51,8.148654599808704e-06
cat__diag_2_781,8.110754584463897e-06
cat__diag_3_303,7.944200737595565e-06
cat__diag_1_386,7.830407550692622e-06
cat__diag_3_V85,7.728551194007242e-06
cat__diag_2_576,7.665953259850874e-06
cat__diag_2_250.4,7.650100029261795e-06
cat__diag_3_790,7.608607555876938e-06
cat__diag_2_794,7.5938225241335805e-06
cat__diag_2_284,7.24483399857838e-06
cat__diag_2_202,7.062487576291413e-06
cat__diag_1_447,6.884999846403796e-06
cat__diag_1_596,6.763777168027132e-06
cat__diag_3_490,6.729539720238605e-06
cat__diag_3_729,6.656875838376503e-06
cat__diag_1_311,6.652182083438425e-06
cat__diag_1_287,6.551122568252479e-06
cat__medical_specialty_Surgeon,6.445408439556734e-06
cat__diag_2_731,6.40213520459592e-06
cat__diag_1_70,6.394593706215178e-06
cat__diag_3_714,6.315979144461666e-06
cat__diag_1_154,6.264748372020388e-06
cat__diag_3_873,6.191395524512478e-06
cat__diag_2_250.5,6.140626905537638e-06
cat__diag_1_250.83,6.101597741430073e-06
cat__diag_2_E878,5.961709409962727e-06
cat__diag_2_293,5.913622977832813e-06
cat__diag_2_458,5.895624656423224e-06
cat__diag_1_719,5.6579692977122715e-06
cat__diag_2_415,5.605317449590639e-06
cat__diag_3_E942,5.455345993885455e-06
cat__diag_1_595,5.425614605156601e-06
cat__diag_3_E932,5.4208084767440055e-06
cat__diag_2_995,5.403277901818584e-06
cat__diag_1_340,5.339858923380436e-06
cat__diag_2_617,5.29411759119308e-06
cat__diag_2_E932,5.280456126939978e-06
cat__diag_1_281,5.238794663158495e-06
cat__diag_2_V18,5.090483433311297e-06
cat__diag_3_277,4.882595790174502e-06
cat__diag_1_284,4.84453947380274e-06
cat__diag_2_412,4.8257719890016335e-06
cat__diag_3_492,4.78329842426938e-06
cat__diag_2_205,4.718881990206048e-06
cat__diag_2_719,4.489288724612336e-06
cat__diag_3_V09,4.309701175449823e-06
cat__diag_1_305,4.305479776778854e-06
cat__medical_specialty_Endocrinology,4.298824627055353e-06
cat__diag_1_300,4.225959379953377e-06
cat__diag_3_204,4.141315929382351e-06
cat__diag_3_459,4.133175431991194e-06
cat__diag_3_614,4.1131030886079645e-06
cat__pioglitazone_Down,4.023552559927649e-06
cat__diag_2_396,3.925200786610484e-06
cat__diag_1_438,3.875056305379835e-06
cat__diag_2_573,3.863525181830596e-06
cat__diag_3_625,3.7533325275523536e-06
cat__diag_2_473,3.740090238600346e-06
cat__diag_1_860,3.700893961629188e-06
cat__diag_2_V43,3.6635165771007614e-06
cat__diag_2_433,3.6390557917329586e-06
cat__diag_2_466,3.6031535936445215e-06
cat__diag_3_646,3.602283144373633e-06
cat__diag_1_376,3.530294893983776e-06
cat__diag_3_79,3.467747412450907e-06
cat__medical_specialty_Psychology,3.3287406021840947e-06
cat__diag_2_250.82,3.305495593348748e-06
cat__diag_3_569,3.2905709320621992e-06
cat__medical_specialty_Radiology,3.2413292905432636e-06
cat__medical_specialty_Otolaryngology,3.221450160216416e-06
cat__diag_2_250.52,3.192636059375174e-06
cat__diag_3_783,3.1570421080351352e-06
cat__diag_3_309,3.152819704876e-06
cat__diag_3_298,3.1242494371027753e-06
cat__diag_1_608,3.1142324823101014e-06
cat__diag_1_155,3.0666828545002277e-06
cat__diag_3_443,3.05060940844624e-06
cat__diag_1_233,3.0301966024548054e-06
cat__diag_2_250.51,2.8745470570773647e-06
cat__diag_2_250.42,2.8543881487632994e-06
cat__diag_2_V12,2.8083672825672353e-06
cat__diag_3_681,2.7688811880690847e-06
cat__diag_3_238,2.762846333330498e-06
cat__diag_3_301,2.7442239961943476e-06
cat__diag_3_250.82,2.6729971832184203e-06
cat__diag_3_519,2.669068603419877e-06
cat__diag_1_969,2.6625374981694796e-06
cat__diag_1_291,2.6110581509582644e-06
cat__diag_2_357,2.5886290858569026e-06
cat__diag_2_404,2.5798329872390206e-06
cat__repaglinide_Down,2.562026106254597e-06
cat__diag_3_573,2.482129627389481e-06
