feature,importance
cat__diag_2_562,0.0
cat__diag_2_558,0.0
cat__diag_2_557,0.0
cat__diag_2_556,0.0
cat__diag_2_555,0.0
cat__diag_2_552,0.0
cat__diag_2_550,0.0
cat__diag_2_543,0.0
cat__diag_2_542,0.0
cat__diag_2_540,0.0
cat__diag_2_54,0.0
cat__diag_2_485,0.0
cat__diag_2_483,0.0
cat__diag_2_583,0.0
cat__medical_specialty_Surgery-Pediatric,0.0
cat__diag_2_438,0.0
cat__diag_2_436,0.0
cat__diag_2_435,0.0
cat__diag_2_434,0.0
cat__diag_2_433,0.0
cat__diag_2_432,0.0
cat__diag_2_431,0.0
cat__diag_2_430,0.0
cat__diag_2_429,0.0
cat__medical_specialty_Surgery-Thoracic,0.0
cat__diag_2_426,0.0
cat__diag_2_425,0.0
cat__diag_2_424,0.0
cat__diag_2_423,0.0
cat__diag_2_422,0.0
cat__diag_2_421,0.0
cat__diag_2_420,0.0
cat__diag_2_42,0.0
cat__diag_2_416,0.0
cat__diag_2_415,0.0
cat__medical_specialty_SurgicalSpecialty,0.0
cat__diag_2_410,0.0
cat__diag_2_41,0.0
cat__diag_2_405,0.0
cat__diag_2_402,0.0
cat__diag_1_10,0.0
cat__diag_2_40,0.0
cat__diag_2_398,0.0
cat__diag_1_11,0.0
cat__medical_specialty_Surgery-Plastic,0.0
cat__diag_2_441,0.0
cat__diag_2_442,0.0
cat__diag_2_460,0.0
cat__diag_2_481,0.0
cat__diag_2_480,0.0
cat__diag_2_478,0.0
cat__diag_2_477,0.0
cat__diag_2_475,0.0
cat__diag_2_474,0.0
cat__diag_2_473,0.0
cat__diag_2_470,0.0
cat__diag_2_466,0.0
cat__diag_2_464,0.0
cat__diag_2_463,0.0
cat__diag_2_462,0.0
cat__diag_2_461,0.0
cat__diag_2_46,0.0
cat__diag_2_443,0.0
cat__diag_2_459,0.0
cat__diag_2_458,0.0
cat__diag_2_457,0.0
cat__diag_2_456,0.0
cat__diag_2_455,0.0
cat__diag_2_454,0.0
cat__diag_2_453,0.0
cat__diag_2_452,0.0
cat__diag_2_451,0.0
cat__diag_2_448,0.0
cat__diag_2_447,0.0
cat__diag_2_446,0.0
cat__diag_2_444,0.0
cat__diag_2_581,0.0
cat__diag_2_585,0.0
cat__diag_2_394,0.0
cat__diag_2_701,0.0
cat__diag_2_738,0.0
cat__diag_2_737,0.0
cat__diag_2_734,0.0
cat__diag_2_733,0.0
cat__diag_2_731,0.0
cat__diag_1_195,0.0
cat__diag_2_729,0.0
cat__medical_specialty_Resident,0.0
cat__diag_2_727,0.0
cat__diag_2_726,0.0
cat__diag_2_725,0.0
cat__diag_2_724,0.0
cat__diag_2_723,0.0
cat__diag_2_722,0.0
cat__diag_2_721,0.0
cat__diag_2_719,0.0
cat__diag_2_718,0.0
cat__diag_2_717,0.0
cat__diag_2_716,0.0
cat__diag_2_715,0.0
cat__diag_2_714,0.0
cat__diag_2_713,0.0
cat__diag_2_712,0.0
cat__diag_2_711,0.0
cat__diag_2_709,0.0
cat__medical_specialty_Rheumatology,0.0
cat__diag_2_706,0.0
cat__diag_2_705,0.0
cat__diag_2_704,0.0
cat__diag_2_741,0.0
cat__diag_2_742,0.0
cat__diag_2_745,0.0
cat__diag_2_784,0.0
cat__diag_2_799,0.0
cat__diag_2_797,0.0
cat__diag_2_796,0.0
cat__diag_2_795,0.0
cat__diag_2_794,0.0
cat__diag_2_793,0.0
cat__diag_2_792,0.0
cat__diag_2_791,0.0
cat__diag_2_790,0.0
cat__diag_2_79,0.0
cat__diag_2_789,0.0
cat__diag_2_788,0.0
cat__diag_2_787,0.0
cat__diag_2_783,0.0
cat__diag_2_746,0.0
cat__diag_2_782,0.0
cat__diag_2_78,0.0
cat__diag_2_759,0.0
cat__diag_2_758,0.0
cat__diag_2_756,0.0
cat__diag_2_755,0.0
cat__diag_2_753,0.0
cat__diag_2_752,0.0
cat__diag_2_751,0.0
cat__diag_2_750,0.0
cat__diag_2_75,0.0
cat__diag_2_748,0.0
cat__diag_2_747,0.0
cat__diag_2_703,0.0
cat__medical_specialty_Speech,0.0
cat__diag_2_586,0.0
cat__diag_2_7,0.0
cat__diag_2_625,0.0
cat__diag_2_623,0.0
cat__diag_2_622,0.0
cat__diag_2_621,0.0
cat__diag_2_620,0.0
cat__diag_2_619,0.0
cat__diag_2_618,0.0
cat__diag_2_617,0.0
cat__diag_2_615,0.0
cat__diag_2_614,0.0
cat__diag_2_611,0.0
cat__diag_2_610,0.0
cat__diag_2_608,0.0
cat__diag_2_607,0.0
cat__diag_2_605,0.0
cat__diag_2_604,0.0
cat__diag_2_603,0.0
cat__diag_2_602,0.0
cat__diag_2_601,0.0
cat__diag_2_600,0.0
cat__diag_2_598,0.0
cat__diag_2_596,0.0
cat__diag_2_595,0.0
cat__diag_2_594,0.0
cat__diag_2_593,0.0
cat__diag_2_592,0.0
cat__diag_2_591,0.0
cat__diag_2_590,0.0
cat__diag_2_588,0.0
cat__diag_2_626,0.0
cat__diag_2_627,0.0
cat__diag_2_634,0.0
cat__diag_2_663,0.0
cat__diag_2_698,0.0
cat__diag_2_696,0.0
cat__diag_2_693,0.0
cat__diag_2_692,0.0
cat__diag_2_691,0.0
cat__diag_2_686,0.0
cat__diag_2_684,0.0
cat__diag_2_683,0.0
cat__diag_2_681,0.0
cat__diag_2_680,0.0
cat__diag_2_674,0.0
cat__diag_2_670,0.0
cat__diag_2_664,0.0
cat__diag_2_661,0.0
cat__diag_2_641,0.0
cat__diag_2_66,0.0
cat__diag_2_659,0.0
cat__diag_2_658,0.0
cat__diag_2_656,0.0
cat__diag_2_654,0.0
cat__diag_2_652,0.0
cat__diag_2_649,0.0
cat__medical_specialty_SportsMedicine,0.0
cat__diag_2_647,0.0
cat__diag_2_646,0.0
cat__diag_2_645,0.0
cat__diag_2_644,0.0
cat__diag_2_642,0.0
cat__diag_2_395,0.0
cat__diag_2_389,0.0
cat__diag_1_928,0.0
cat__diag_2_136,0.0
cat__diag_2_197,0.0
cat__diag_2_196,0.0
cat__diag_2_193,0.0
cat__diag_2_192,0.0
cat__diag_2_191,0.0
cat__diag_2_189,0.0
cat__diag_2_188,0.0
cat__diag_2_186,0.0
cat__diag_2_185,0.0
cat__diag_2_183,0.0
cat__diag_2_182,0.0
cat__diag_2_179,0.0
cat__diag_2_174,0.0
cat__diag_2_172,0.0
cat__diag_2_171,0.0
cat__diag_2_164,0.0
cat__diag_2_163,0.0
cat__diag_2_162,0.0
cat__diag_2_157,0.0
cat__diag_2_156,0.0
cat__diag_2_155,0.0
cat__diag_2_154,0.0
cat__diag_2_153,0.0
cat__diag_2_152,0.0
cat__diag_2_151,0.0
cat__diag_2_145,0.0
cat__diag_2_141,0.0
cat__diag_2_140,0.0
cat__diag_2_138,0.0
cat__diag_1_136,0.0
cat__diag_2_199,0.0
cat__diag_2_200,0.0
cat__diag_2_226,0.0
cat__diag_1_135,0.0
cat__diag_2_246,0.0
cat__diag_2_245,0.0
cat__diag_2_244,0.0
cat__diag_2_242,0.0
cat__diag_2_241,0.0
cat__diag_2_240,0.0
cat__diag_2_239,0.0
cat__diag_2_238,0.0
cat__diag_2_233,0.0
cat__diag_2_232,0.0
cat__diag_2_228,0.0
cat__diag_2_227,0.0
cat__diag_2_225,0.0
cat__diag_2_201,0.0
cat__diag_2_223,0.0
cat__diag_2_220,0.0
cat__diag_2_218,0.0
cat__diag_2_217,0.0
cat__diag_2_215,0.0
cat__diag_2_214,0.0
cat__diag_2_212,0.0
cat__diag_2_211,0.0
cat__diag_2_208,0.0
cat__diag_2_205,0.0
cat__diag_2_204,0.0
cat__diag_2_203,0.0
cat__diag_2_202,0.0
cat__diag_2_137,0.0
cat__diag_2_135,0.0
cat__diag_2_250.02,0.0
cat__diag_2_131,0.0
cat__diag_1_980,0.0
cat__diag_1_977,0.0
cat__diag_1_976,0.0
cat__diag_1_975,0.0
cat__diag_1_972,0.0
cat__diag_1_970,0.0
cat__diag_1_969,0.0
cat__diag_1_968,0.0
cat__diag_1_967,0.0
cat__diag_1_966,0.0
cat__diag_1_965,0.0
cat__diag_1_964,0.0
cat__diag_1_963,0.0
cat__diag_1_962,0.0
cat__diag_1_959,0.0
cat__diag_1_958,0.0
cat__diag_1_957,0.0
cat__diag_1_955,0.0
cat__diag_1_952,0.0
cat__diag_1_945,0.0
cat__diag_1_944,0.0
cat__diag_1_942,0.0
cat__diag_1_941,0.0
cat__diag_1_94,0.0
cat__diag_1_939,0.0
cat__diag_1_936,0.0
cat__diag_1_935,0.0
cat__diag_1_934,0.0
cat__diag_1_933,0.0
cat__diag_1_982,0.0
cat__diag_1_986,0.0
cat__diag_1_987,0.0
cat__diag_1_V56,0.0
cat__diag_2_123,0.0
cat__diag_2_117,0.0
cat__diag_2_114,0.0
cat__diag_2_112,0.0
cat__diag_2_110,0.0
cat__diag_2_11,0.0
cat__diag_1_V71,0.0
cat__diag_1_V70,0.0
cat__diag_1_V67,0.0
cat__diag_1_V63,0.0
cat__diag_1_V60,0.0
cat__diag_1_141,0.0
cat__diag_1_142,0.0
cat__diag_1_V54,0.0
cat__diag_1_989,0.0
cat__diag_1_V53,0.0
cat__diag_1_V51,0.0
cat__diag_1_V45,0.0
cat__diag_1_V26,0.0
cat__diag_1_V25,0.0
cat__diag_1_E909,0.0
cat__diag_1_999,0.0
cat__diag_1_998,0.0
cat__diag_1_143,0.0
cat__diag_1_995,0.0
cat__diag_1_992,0.0
cat__diag_1_991,0.0
cat__diag_1_990,0.0
cat__diag_1_133,0.0
cat__diag_2_250.11,0.0
cat__diag_2_388,0.0
cat__diag_2_303,0.0
cat__diag_2_344,0.0
cat__diag_2_343,0.0
cat__diag_1_110,0.0
cat__diag_2_340,0.0
cat__diag_2_34,0.0
cat__diag_2_338,0.0
cat__diag_2_337,0.0
cat__diag_2_336,0.0
cat__diag_2_335,0.0
cat__diag_2_333,0.0
cat__diag_2_332,0.0
cat__diag_2_327,0.0
cat__diag_2_324,0.0
cat__diag_2_323,0.0
cat__diag_2_322,0.0
cat__diag_2_320,0.0
cat__diag_2_319,0.0
cat__diag_2_318,0.0
cat__diag_2_317,0.0
cat__diag_2_316,0.0
cat__diag_2_314,0.0
cat__diag_2_312,0.0
cat__diag_2_311,0.0
cat__diag_2_310,0.0
cat__diag_2_31,0.0
cat__diag_2_309,0.0
cat__diag_2_308,0.0
cat__diag_2_307,0.0
cat__diag_2_306,0.0
cat__diag_2_345,0.0
cat__diag_2_346,0.0
cat__diag_2_347,0.0
cat__diag_2_368,0.0
cat__diag_2_386,0.0
cat__diag_2_383,0.0
cat__diag_2_382,0.0
cat__diag_2_381,0.0
cat__diag_2_380,0.0
cat__diag_2_379,0.0
cat__diag_2_378,0.0
cat__diag_2_377,0.0
cat__diag_2_376,0.0
cat__diag_2_374,0.0
cat__diag_2_373,0.0
cat__diag_2_372,0.0
cat__diag_2_369,0.0
cat__diag_2_366,0.0
cat__diag_2_348,0.0
cat__diag_2_365,0.0
cat__diag_2_362,0.0
cat__diag_2_360,0.0
cat__diag_2_359,0.0
cat__diag_2_358,0.0
cat__diag_2_357,0.0
cat__diag_2_356,0.0
cat__diag_2_355,0.0
cat__diag_2_354,0.0
cat__diag_2_352,0.0
cat__diag_2_351,0.0
cat__diag_2_35,0.0
cat__diag_2_349,0.0
cat__diag_1_112,0.0
cat__diag_2_302,0.0
cat__diag_2_250.12,0.0
cat__diag_2_301,0.0
cat__diag_2_259,0.0
cat__diag_2_258,0.0
cat__diag_2_256,0.0
cat__diag_2_255,0.0
cat__diag_2_253,0.0
cat__diag_2_252,0.0
cat__diag_2_251,0.0
cat__diag_2_250.93,0.0
cat__diag_2_250.92,0.0
cat__diag_2_250.91,0.0
cat__diag_2_250.9,0.0
cat__diag_2_250.83,0.0
cat__diag_1_117,0.0
cat__diag_2_250.7,0.0
cat__diag_1_131,0.0
cat__diag_2_250.53,0.0
cat__diag_2_250.52,0.0
cat__diag_2_250.51,0.0
cat__diag_2_250.5,0.0
cat__diag_2_250.43,0.0
cat__diag_2_250.42,0.0
cat__diag_2_250.41,0.0
cat__diag_2_250.4,0.0
cat__diag_2_250.33,0.0
cat__diag_2_250.32,0.0
cat__diag_2_250.23,0.0
cat__diag_2_250.22,0.0
cat__diag_2_250.2,0.0
cat__diag_2_250.13,0.0
cat__diag_2_260,0.0
cat__diag_2_261,0.0
cat__diag_2_262,0.0
cat__diag_2_283,0.0
cat__diag_2_300,0.0
cat__diag_2_299,0.0
cat__diag_2_298,0.0
cat__diag_2_297,0.0
cat__diag_2_296,0.0
cat__diag_2_294,0.0
cat__diag_2_293,0.0
cat__diag_2_291,0.0
cat__diag_2_290,0.0
cat__diag_2_289,0.0
cat__diag_2_288,0.0
cat__diag_1_114,0.0
cat__diag_2_284,0.0
cat__diag_2_282,0.0
cat__diag_2_266,0.0
cat__diag_2_281,0.0
cat__diag_2_279,0.0
cat__diag_2_278,0.0
cat__diag_2_277,0.0
cat__diag_2_275,0.0
cat__diag_2_274,0.0
cat__diag_2_273,0.0
cat__diag_1_115,0.0
cat__diag_2_271,0.0
cat__diag_2_270,0.0
cat__diag_2_27,0.0
cat__diag_2_269,0.0
cat__diag_2_268,0.0
cat__diag_2_616,0.0
